EventID,ActorID,Context,Acting/Face
312001,120,뭐지? 이곳은 그냥 공턴가?,메모하는 모습/기본
312001,120,마당이라기엔 그런 장소는 아닌 것 같고.,메모하는 모습/기본
312001,120,여긴 정말로 철거하는 게 나아 보이는데.,사진찍는 모습/기본
312001,120,뒷골목 주변이라 그런가…,사진찍는 모습/기본
312002,120,빨리 끝내고 돌아가야지.,기본/기본
312301,120,안녕하세요. 어린이 기자를 하고 있는 루시라고 합니다.,기본/웃음
312301,140,그래. 뭐. 무슨 일이려나?,(의자에 앉음) 기본/기본
312301,140,딱히 이 주변엔 취재라고 할 만한 요소가 없다만.,(의자에 앉음) 기본/고민
312301,120,혹시 이 주변에 있는 뒷골목에 대해 알고 계십니까?,메모하는 모습/웃음
312301,140,…그래. 알지. 이 길을 따라가다 보면 바로 나올게다.,(의자에 앉음) 기본/기본
312301,120,감사합니다!,기본/웃음
312302,120,혹시 저 뒷골목에 대해 더 자세히 아시는 게 없습니까?,메모하는 모습/웃음
312302,140,흠…,(의자에 앉음) 기본/기본
312302,140,한 때 사람도 많이 다녔었지만... 지금은 없지.,(의자에 앉음) 기본/기본
312302,120,아예 사람들의 왕래가 없다는 뜻이신가요?,메모하는 모습/웃음
312302,140,관리를 해주시던 분이 계셨지만…,(의자에 앉음) 기본/기본
312302,140,꽤 오래전부터 병원 신세를 지시더니 최근에 별세하셨다더군.,(의자에 앉음) 기본/고민
312302,140,애초에 병원에 입원하시기 전부터 사람은 줄어들기 시작했으니.,(의자에 앉음) 기본/기본
312302,140,이젠 올 만한 사람도 없겠지.,(의자에 앉음) 기본/눈감기
312303,120,그렇다면 혹시 최근 뒷골목에 대한 소식은 없습니까?,메모하는 모습/웃음
312303,140,그러고 보니 곧 재개발을 위해 시청 쪽에서 사람이 온다고 했었나…,(의자에 앉음) 기본/고민
312303,140,관리를 좀 안 한 지 좀 됐으니 아마 좋은 평가는 못 듣겠지.,(의자에 앉음) 기본/기본
312303,120,그렇다면 사실상 재개발은 확정인 건가요?,메모하는 모습/웃음
312303,140,아마 거의 그렇겠지.,(의자에 앉음) 기본/기본
312304,140,생각해보니 최근 뒷골목에 대해 묻는 사람들이 많군.,(의자에 앉음) 기본/고민
312304,120,대표적으로 어떤 사람들이 있었죠? 알려주실 수 있나요?,메모하는 모습/웃음
312304,140,문의 잠금을 열어둔 뒤 딱히 잠그지 않았으니…,(의자에 앉음) 기본/기본
312304,140,자연스레 들어가려는 사람도 몇 있었고…,(의자에 앉음) 기본/기본
312304,140,너와 같은 꼬마가 최근 놀러 온 적이 있었지.,(의자에 앉음) 기본/기본
312304,140,그 이후론 마주치지 못한 건지. 안 온 건진 모르겠지만.,(의자에 앉음) 기본/기본
312305,120,그럼 옛날에 예술의 거리라고 불린 건 사실인가요?,메모하는 모습/웃음
312305,140,그랬었지. 홍보도 하면서 엄청 많은 사람이 몰렸던 적이 있었지.,(의자에 앉음) 기본/기본
312305,140,나도 한때 여기서 연주했던 적이 있으니까.,(의자에 앉음) 기본/눈감기
312305,140,다만 시청의 위치가 바뀌면서 자연스레 사람들이 없어졌지만…,(의자에 앉음) 기본/기본
312306,140,이 정도면 됐으려나?,(의자에 앉음) 기본/기본
312306,120,네! 감사합니다!,기본/웃음
300201,120,오... 뭔가 분위기가 있는 그림…,사진찍는 모습/기본
300301,120,하지만 둘 다 너무 낡았네.,사진찍는 모습/기본
300401,120,이건 뭔가 이전과 다르네. 최근에 그려졌나?,사진찍는 모습/기본
300402,110,뭔가 데자뷔가….,무릎꿇고 앉음/당황
300402,100,사진… 찍히고 있어….,앉은 자세/두려움
300403,110,내가 막아볼게! 걱정마!,기본/기본
300404,110,야! 왜 허락도 없이 멋대로 사진을 찍는 거야?!,기대/화남
300405,120,여기 주민이십니까?,메모하는 모습/웃음
300405,120,방금 허락이라고 하셨는데 그렇다면 이 그림은 당신이 그리신 겁니까?,메모하는 모습/웃음
300405,120,벽에 낙서하신 이유는 무엇입니까?,메모하는 모습/웃음
300405,120,무언가 메시지나 반발하기 위해 그리신 겁니까?,메모하는 모습/웃음
300405,110,어? 아니? 그…그렇다면 너는 뭐하길래 사진을 그렇게 찍냐?,즐거움/당황
300406,120,하… 난 기자거든? 그리고 물어봤으면 대답 좀 하지?,화남/화남
300406,120,어쨌든 네가 저거 그린 거야?,화남/기본
300406,110,그래! 내가 그렸다! 왜! 그래서! 뭐!,즐거움/당황
300406,120,뻥치시네. 네가 그렸을 리가 없잖아?,화남/화남
300407,120,거기 더듬이씨! 당신이 그리신 건가요?,손 흔들기/웃음
300408,100,그…그렇긴 한데…요….,소심한 자세/두려움
300409,120,그러면 이곳의 주민이십니까?,메모하는 모습/웃음
300409,100,그건 아니고….,소심한 자세/눈감기
300409,120,방금 여기에서 낙서하려 했나요?,메모하는 모습/웃음
300409,100,낙서가 아니라 그래피티인데…,소심한 자세/기본
300409,120,그렇다면 어떠한 이유로 그리셨나요? 전부 스스로 그리신 겁니까?,메모하는 모습/웃음
300409,100,같이 그리긴 했는데…,소심한 자세/기본
300410,120,어휴. 답답하네. 분명 아무 생각 없이 낙서한 거겠지.,화남/기본
300410,120,무슨 생각으로 그린 건지 모르겠지만 지우는 게 좋을걸?,화남/기본
300410,100,그건….,소심한 자세/기본
300411,110,얘 엄청 잘 그리거든? 너도 그리는 거 보면 생각이 달라질걸?,즐거움/즐거움
300411,120,그럼 뭐해! 불법인데.,화남/화남
300412,120,그럼 한 번 그려봐.,기본/기본
300412,100,…,기본/기본
300412,120,어짜피 그리려고 했다며? 나야 기사에 쓸 사진도 늘어나는 거고.,메모하는 모습/기본
300412,120,그리고 그려지는 모습을 실제로 본 적은 없으니 궁금하기도 하고?,기본/웃음
300413,110,너 진짜…,기본/화남
300413,100,알았어.,기본/눈감기
300414,100,대신에….,기본/눈감기
300414,100,낙서라고 한 건 사과해줘.,기본/기본
300415,120,그리는 거 보고.,기본/웃음
300416,110,굳이 받아들일 필요는…,기본/기본
300416,100,나…,기본/기본
300416,100,해보고 싶어.,기본/기본
300416,110,…,기본/눈감기
300416,110,그래. 알았어.,기본/기본
300416,110,혹시 저 녀석이 방해하려고 하면 내가 못 하게 막을 테니까.,기대/즐거움
300417,100,그때처럼.,기본/기본
300417,100,….해보자.,기본/기본
300418,110,어때! 대단하지? 재밌어 보이지?,즐거움/즐거움
300419,120,왜 네가 자랑스러워하는 거야?,화남/화남
300420,120,그래도 대단하네.,메모하는 모습/웃음
300420,120,낙서라고 말한 건 사과할게.,기본/웃음
300420,120,적어도 장난으로 그리고 있지 않다는 건 알겠어.,기본/웃음
300421,120,좋아 다 찍었고... 글도 어느 정도 적었고…,메모하는 모습/웃음
300422,120,아참. 너희 여기 재개발에 들어간다는 건 알고 있어?,기본/웃음
300422,100,…어?,기본/당황
110401,100,새로운 곳에서 시작하는 예술의 거리. 많은 관심 부탁드립니다.',기본/기본
110401,100,작은 영화 상영회. ~도서관에서 X월 XX일에 진행 예정.',기본/기본
110401,100,…포스터가 많네.,기본/기본
110402,100,다른 포스터는 없나?,기본/기본
110403,100,구석에 무언가 있지 않을까?,기본/기본
110404,100,…,기본/기본
110404,100,모집하는 다양한 Coordinate는 사람 크루입니다.',기본/기본
110404,100,열정은 모집할 수 있는 사람입니다.',기본/기본
110404,100,...일부러 만든거겠지?,기본/기본
110405,100,크루…,기본/눈감기
110405,100,저런 곳에 들어가면 그래피티를 할 수 있을까?,기본/기본
110501,100,오토바이에 그리고 달리면…,기본/기본
110501,100,지나가는 사람들이 엄청 보겠지?,기본/기본
110501,100,...,기본/눈감기
110501,100,언젠가 내꺼에 그려보고 싶어.,기본/기본
110502,100,지금은 조용한 곳에 그리고 싶어…,기본/기본
110201,100,이렇게 구석진 곳이라면…,기본/기본
110201,100,조금 정도는…,기본/기본
110202,100,들키진…않겠지?,기본/두려움
110101,100,이 시간에는 닫는구나…,기본/기본
110601,100,다리와 강...,기본/기본
110601,100,다리 밑에서 그림을 그리면…,기본/눈감기
110601,100,…하지만 너무 잘 보일 것 같아.,기본/기본
110602,100,사람도 적고 들키지도 않을 만한 곳…,기본/기본
110602,100,그런 특별한 곳이 있을까…,기본/눈감기
112101,100,여기라면…,기본/기본
112101,100,조금만…,기본/기본
112102,100,...안 들키겠지?,기본/두려움
112301,100,여긴 네온사인이 켜져 있구나.,기본/기본
112301,100,하지만 닫혀있네...,기본/기본
112302,100,집 주변보다 더 인기척이 없는데…,기본/기본
112302,100,그래도 좀 더 구석진 곳이 없을까?,기본/기본
112401,100,여긴… 안이 빈 것 같아.,기본/기본
112401,100,영업하지 않는걸까…,기본/기본
112402,100,낮에 오면 좀 더 확실히 알 수 있겠지…,기본/기본
112403,100,하지만 만약 닫은거라면… 이 주변엔 사람이 적은 걸까?,기본/기본
112403,100,그렇다면… 내가 생각한 특별한 곳이 주변에 있지 않을까?,기본/기본
112404,100,한 번 찾아보자.,고개를 끄덕인다/기본
114101,100,이런 곳에 그래피티가 있네.,기본/기본
114101,100,어두워서 잘 안보이지만 오래된 것 같은데…,기본/기본
114101,100,이런게 있다면 여기 주변에선 그려도 되지 않을까?,기본/기본
114102,100,밝은 곳을 찾아보자.,고개를 끄덕인다/기본
114201,100,넓은 공간에 이 그래피티 밖에 없네…,기본/기본
114201,100,무언가 사정이 있던 걸까?,기본/기본
114202,100,너무 어두워...,기본/기본
114202,100,좀 더 밝은 곳은 없을까?,기본/기본
